400.0961	2624
402.6185	2705
405.1424	2668
407.6635	2644
410.1838	2684
412.7035	2628
415.2225	2654
417.7388	2711
420.2585	2770
422.7754	2756
425.2917	2771
427.8072	2799
430.3221	2872
432.8363	2827
435.3498	2875
437.8626	2817
440.3727	2854
442.8841	2827
445.3969	2849
447.907	2801
450.4142	2862
452.9229	2782
455.4289	2791
457.9362	2799
460.4449	2858
462.9488	2876
465.454	2782
467.9566	2763
470.4604	2800
472.9637	2842
475.4662	2812
477.966	2847
480.4671	2789
482.9656	2842
485.4633	2798
487.9645	2880
490.4608	2899
492.9566	2786
495.4536	2847
497.948	2856
500.4437	2825
502.9387	2841
505.431	2854
507.9226	2830
510.4136	2944
512.9079	2862
515.3975	2894
517.8864	2931
520.3746	2883
522.8622	2911
525.3491	2936
527.8394	2890
530.3249	2889
532.8098	2864
535.2939	2924
537.7774	2952
540.2623	2911
542.7444	2928
545.2259	2979
547.7067	2963
550.1868	2901
552.6683	2930
555.147	2898
557.6231	2980
560.1005	2953
562.5773	2936
565.0534	2941
567.5308	3019
570.0056	2922
572.4776	2956
574.951	2972
577.4237	2991
579.8978	3029
582.3671	3073
584.8378	3023
587.3079	2994
589.7773	3059
592.244	3029
594.714	3066
597.1793	3031
599.6461	3051
602.1121	3001
604.5754	2967
607.0421	3033
609.5042	3002
611.9675	2954
614.4282	2971
616.8902	2982
619.3515	2969
621.8122	3085
624.2702	2962
626.7296	3000
629.1863	3047
631.6423	2975
634.1017	2992
636.5563	2972
639.0104	3063
641.4658	3029
643.9185	2978
646.3725	3019
648.8239	3031
651.2766	3014
653.7266	3044
656.176	3016
658.6247	3050
661.0748	3051
663.5242	3138
665.9709	3045
668.417	3064
670.8624	3079
673.3092	3132
675.7533	3038
678.1968	3033
680.6395	3098
683.0817	3133
685.5251	3116
687.9659	3130
690.4061	3131
692.8456	3056
695.2844	3079
697.7226	3145
700.1621	3059
702.599	3037
705.0332	3174
707.4688	3207
709.9036	3069
712.3399	3106
714.7735	3094
717.2044	3115
719.6367	3157
722.0683	3155
724.4993	3198
726.9296	3093
729.3593	3178
731.7883	3135
734.2147	3229
736.6423	3192
739.0714	3241
741.4958	3223
743.9216	3203
746.3447	3253
748.7691	3213
751.1929	3151
753.616	3265
756.0366	3209
758.4584	3315
760.8776	3234
763.2982	3265
765.718	3313
768.1373	3225
770.5539	3304
772.9698	3261
775.3871	3350
777.8038	3338
780.2178	3365
782.6332	3303
785.0459	3281
787.458	3302
789.8714	3288
792.2842	3268
794.6943	3301
797.1038	3212
799.5127	3347
801.9209	3362
804.3324	3271
806.7393	3282
809.1456	3278
811.5513	3366
813.9562	3284
816.3625	3358
818.7663	3308
821.1693	3345
823.5718	3352
825.9735	3437
828.3746	3362
830.7771	3376
833.177	3365
835.5762	3372
837.9747	3350
840.3727	3255
842.772	3343
845.1666	3497
847.5626	3409
849.958	3366
852.3527	3444
854.7488	3388
857.1403	3357
859.5331	3383
861.9253	3461
864.3168	3412
866.7057	3429
869.098	3329
871.4876	3433
873.8746	3344
876.263	3373
878.6487	3340
881.0378	3366
883.4243	3382
885.8081	3403
888.1933	3441
890.5759	3393
892.9598	3435
895.343	3434
897.7256	3422
900.1057	3385
902.4871	3423
904.8659	3359
907.246	3460
909.6254	3393
912.0023	3436
914.3786	3494
916.7562	3544
919.1331	3598
921.5074	3529
923.8831	3548
926.2562	3612
928.6287	3605
931.0005	3602
933.3757	3588
935.7462	3605
938.1162	3560
940.4855	3645
942.8542	3695
945.2242	3837
947.5916	3747
949.9584	3997
952.3266	4069
954.6921	4210
957.0571	4435
959.4233	4742
961.787	4730
964.15	4505
966.5125	4406
968.8742	4149
971.2354	4093
973.5959	3886
975.9559	3794
978.3151	3665
980.6738	3676
983.0338	3597
985.3912	3642
987.7461	3496
990.1022	3494
992.4578	3490
994.8127	3522
997.1689	3536
999.5207	3579
1001.874	3621
1004.226	3551
1006.576	3588
1008.929	3623
1011.28	3591
1013.628	3588
1015.977	3653
1018.324	3530
1020.674	3590
1023.019	3606
1025.366	3537
1027.713	3574
1030.056	3699
1032.399	3572
1034.746	3620
1037.087	3673
1039.431	3573
1041.771	3539
1044.113	3681
1046.454	3646
1048.793	3660
1051.133	3623
1053.471	3667
1055.807	3710
1058.146	3669
1060.483	3712
1062.818	3671
1065.153	3700
1067.489	3714
1069.822	3775
1072.156	3794
1074.488	3661
1076.82	3749
1079.15	3615
1081.48	3663
1083.814	3640
1086.143	3674
1088.471	3639
1090.799	3635
1093.126	3697
1095.452	3700
1097.78	3672
1100.105	3653
1102.43	3568
1104.754	3633
1107.077	3584
1109.4	3690
1111.722	3597
1114.044	3712
1116.365	3734
1118.685	3659
1121.005	3665
1123.324	3564
1125.643	3701
1127.961	3639
1130.278	3699
1132.595	3635
1134.911	3681
1137.226	3630
1139.541	3665
1141.854	3662
1144.167	3667
1146.482	3642
1148.793	3662
1151.105	3592
1153.414	3703
1155.725	3625
1158.033	3747
1160.344	3649
1162.651	3589
1164.959	3583
1167.265	3717
1169.572	3616
1171.878	3606
1174.184	3628
1176.488	3712
1178.79	3586
1181.094	3651
1183.396	3687
1185.699	3657
1188.001	3639
1190.301	3660
1192.6	3568
1194.9	3633
1197.2	3584
1199.497	3659
1201.794	3646
1204.09	3653
1206.387	3677
1208.684	3760
1210.978	3626
1213.272	3704
1215.565	3669
1217.858	3706
1220.15	3602
1222.443	3715
1224.734	3690
1227.024	3757
1229.313	3658
1231.602	3767
1233.892	3724
1236.18	3792
1238.467	3740
1240.754	3851
1243.04	3787
1245.325	3871
1247.612	3778
1249.896	3796
1252.178	3831
1254.461	3825
1256.743	3828
1259.027	3809
1261.308	3808
1263.587	3854
1265.867	3775
1268.146	3789
1270.425	3792
1272.703	3749
1274.981	3881
1277.256	3811
1279.532	3814
1281.808	3782
1284.083	3757
1286.358	3702
1288.63	3715
1290.904	3691
1293.175	3793
1295.449	3859
1297.719	3791
1299.99	3816
1302.259	3831
1304.529	3779
1306.798	3731
1309.065	3725
1311.333	3747
1313.599	3784
1315.866	3804
1318.131	3716
1320.396	3830
1322.66	3800
1324.925	3731
1327.187	3832
1329.448	3738
1331.711	3813
1333.974	3736
1336.234	3630
1338.493	3891
1340.752	3826
1343.01	3767
1345.269	3763
1347.526	3797
1349.784	3831
1352.04	3761
1354.295	3786
1356.552	3763
1358.806	3792
1361.059	3833
1363.312	3771
1365.564	3735
1367.818	3858
1370.069	3795
1372.318	3804
1374.568	3807
1376.817	3761
1379.066	3848
1381.316	3792
1383.564	3878
1385.809	3853
1388.056	3929
1390.301	3799
1392.549	3907
1394.793	3906
1397.036	3896
1399.279	3983
1401.522	3926
1403.763	3995
1406.007	3925
1408.248	3968
1410.487	3896
1412.727	3897
1414.965	3943
1417.205	3891
1419.442	3941
1421.68	3850
1423.915	3848
1426.152	3908
1428.388	3849
1430.623	3860
1432.857	3856
1435.091	3856
1437.323	3960
1439.556	3913
1441.789	3999
1444.019	3940
1446.25	3926
1448.48	3968
1450.708	4010
1452.938	3944
1455.167	3927
1457.394	4107
1459.62	4039
1461.846	4048
1464.073	3913
1466.299	4053
1468.523	3999
1470.746	3913
1472.969	3978
1475.191	3923
1477.415	3943
1479.636	3923
1481.858	3899
1484.078	3886
1486.298	3813
1488.518	3787
1490.736	3899
1492.954	3891
1495.169	3766
1497.386	3801
1499.602	3900
1501.819	3873
1504.034	3752
1506.248	3804
1508.462	3792
1510.675	3807
1512.888	3839
1515.1	3677
1517.311	3789
1519.522	3798
1521.732	3787
1523.942	3805
1526.151	3777
1528.36	3852
1530.566	3758
1532.773	3870
1534.98	3900
1537.187	3909
1539.392	3693
1541.596	3761
1543.801	3882
1546.005	3814
1548.208	3807
1550.411	3930
1552.612	3926
1554.814	3865
1557.013	3867
1559.212	3906
1561.414	3888
1563.612	3854
1565.811	3919
1568.007	3930
1570.203	3989
1572.403	3919
1574.598	3945
1576.792	3848
1578.988	3949
1581.181	3937
1583.376	3889
1585.568	3874
1587.761	3960
1589.952	3994
1592.143	3919
1594.333	3919
1596.524	3901
1598.715	3901
1600.903	3952
1603.091	3959
1605.278	3910
1607.466	3874
1609.652	3911
1611.838	3987
1614.023	3939
1616.207	4015
1618.391	3991
1620.576	3897
1622.759	3995
1624.941	4017
1627.123	3969
1629.304	3860
1631.484	4029
1633.664	3955
1635.844	4078
1638.022	4028
1640.201	4020
1642.38	4030
1644.556	4007
1646.732	3916
1648.908	4020
1651.084	3915
1653.257	3976
1655.433	3989
1657.607	3989
1659.779	3986
1661.951	4004
1664.122	3944
1666.295	3996
1668.467	4011
1670.635	4012
1672.805	3979
1674.973	4008
1677.142	4017
1679.31	4066
1681.478	3955
1683.644	3964
1685.81	4104
1687.975	4017
1690.142	4051
1692.305	3946
1694.468	4084
1696.632	4016
1698.794	3970
1700.957	3928
1703.119	3967
1705.279	3939
1707.439	3904
1709.598	3943
1711.758	3936
1713.917	3885
1716.075	3922
1718.231	3998
1720.388	3933
1722.543	3975
1724.702	3983
1726.856	3938
1729.01	3990
1731.164	3906
1733.317	3856
1735.471	3903
1737.623	3962
1739.774	3860
1741.925	3952
1744.075	4007
1746.225	3938
1748.376	3943
1750.524	3990
1752.672	3951
1754.82	3954
1756.965	3940
1759.113	4016
1761.259	3921
1763.405	4035
1765.549	4065
1767.694	3972
1769.836	3978
1771.981	3969
1774.123	4028
1776.264	4020
1778.405	3939
1780.546	3999
1782.687	3930
1784.827	3965
1786.966	3949
1789.103	3950
1791.242	3957
1793.381	4061
1795.517	4068
1797.653	3978
1799.788	3977
1801.923	4093
1804.057	3949
1806.193	3885
1808.326	3966
1810.457	3963
1812.59	4008
1814.721	3998
1816.855	3995
1818.984	4003
1821.113	3997
1823.244	3975
1825.372	4006
1827.499	3967
1829.63	3989
1831.756	4061
1833.882	3957
1836.007	3987
1838.132	3883
1840.26	3926
1842.384	3954
1844.507	3925
1846.63	3927
1848.752	3896
1850.875	4011
1852.996	4079
1855.118	3882
1857.238	3940
1859.358	3962
1861.477	4050
1863.597	3968
1865.715	3967
1867.832	4002
1869.948	3972
1872.064	4021
1874.181	3865
1876.297	3999
1878.411	3993
1880.526	4010
1882.639	4017
1884.752	4002
1886.865	3859
1888.977	3931
1891.089	3924
1893.2	3999
1895.308	4001
1897.42	3990
1899.53	4064
1901.639	4042
1903.745	3994
1905.853	4065
1907.962	3949
1910.067	4000
1912.174	3975
1914.278	4014
1916.383	4049
1918.486	4062
1920.592	4107
1922.694	4062
1924.797	4026
1926.898	4005
1929	4028
1931.102	4002
1933.203	4049
1935.301	4007
1937.401	3998
1939.499	4072
1941.598	4105
1943.697	4187
1945.793	4088
1947.888	4076
1949.985	4049
1952.08	4048
1954.176	4067
1956.269	4005
1958.364	4041
1960.457	3949
1962.549	4014
1964.642	3945
1966.733	4103
1968.823	3966
1970.913	4037
1973.005	4084
1975.093	4067
1977.184	4008
1979.271	4026
1981.359	3957
1983.446	4104
1985.532	4100
1987.619	4015
1989.705	4042
1991.789	3934
1993.874	4073
1995.956	4047
1998.041	4048
2000.123	4008
2002.206	3994
2004.287	3977
2006.368	3984
2008.449	4001
2010.529	4037
2012.609	3962
2014.688	4028
2016.766	4020
2018.843	3978
2020.922	3947
2022.999	4053
2025.074	4066
2027.15	4012
2029.225	3973
2031.299	3995
2033.375	3986
2035.447	3973
2037.52	3975
2039.592	3959
2041.664	3966
2043.736	3995
2045.807	4008
2047.876	3982
2049.947	3955
2052.015	4016
2054.086	3985
2056.153	3969
2058.221	4067
2060.288	3938
2062.353	3975
2064.42	3998
2066.486	3995
2068.55	3960
2070.614	4001
2072.678	4056
2074.741	4054
2076.805	4102
2078.866	3949
2080.929	4067
2082.99	3935
2085.049	3986
2087.109	4031
2089.17	4038
2091.228	4005
2093.286	4083
2095.344	4031
2097.4	4046
2099.46	3968
2101.516	4037
2103.572	4110
2105.626	3937
2107.679	4074
2109.735	3974
2111.788	4004
2113.841	4043
2115.894	3989
2117.945	3994
2119.997	4018
2122.049	4057
2124.1	3955
2126.148	4030
2128.197	3982
2130.246	3964
2132.296	3990
2134.342	4032
2136.39	3993
2138.437	3964
2140.483	3984
2142.527	3971
2144.574	3989
2146.619	4008
2148.661	4007
2150.705	4032
2152.747	4005
2154.792	4060
2156.832	3961
2158.874	4031
2160.915	3966
2162.954	4026
2164.995	3931
2167.034	4009
2169.072	4021
2171.111	4025
2173.148	3984
2175.186	3979
2177.223	3977
2179.258	3952
2181.294	3969
2183.328	4054
2185.362	3918
2187.398	4020
2189.431	3922
2191.463	3974
2193.495	3893
2195.528	3991
2197.56	3929
2199.59	3929
2201.62	3882
2203.649	3880
2205.678	3956
2207.708	3850
2209.737	3910
2211.764	3920
2213.791	3985
2215.817	3899
2217.843	3841
2219.87	3902
2221.895	3897
2223.919	3891
2225.942	3946
2227.966	3865
2229.988	3880
2232.012	3970
2234.032	3898
2236.054	3905
2238.074	3875
